feature1,feature2,target
1.0084549847708966,-1.0470097534361598,0
0.3260213820267044,0.5025409729309281,1
1.0242049754272091,-1.7971428603834974,0
0.12188006698985088,1.0593714203200655,0
0.0390997325742336,0.38236937041513674,1
1.2622179622263006,-0.7607262982313641,0
0.7510105992351971,0.8793959779288125,1
-0.7495524091743155,-0.1317485088581163,1
0.3977771102278389,0.6943041607025733,1
1.6011735477600408,1.3199414735237667,1
2.65997362539011,-2.9234629658950553,0
1.3930969851746609,-2.613270726882727,0
0.3258850008365155,-1.5274881436124788,0
0.5548999999119284,0.6629733686424686,1
0.13612114243162354,1.1506899351159747,0
0.7923528073681649,0.8422559223956255,1
0.9461164473602625,0.9056995944912242,1
0.10557584113729168,-0.42908122676174765,0
-0.0005387150303572952,-1.4042611873624788,0
2.281445428141228,-1.3766707244125993,0
1.7815250210760767,-1.373444579582277,0
1.734987995457983,1.4925759901353701,1
1.4917643354113168,-1.9428810302581367,0
1.0976738599187772,1.0796246578978264,1
-0.6554583937884766,-0.09193805506889108,1
-1.3146989445291424,-0.374656287138347,1
3.051643858411534,2.255453145349538,1
2.865142406333128,-1.4952594306174496,0
1.873846615894077,-3.469764187851223,0
0.5137828041979033,0.5876626413220665,1
1.8397601816783185,1.510729387014483,1
0.6697703793240695,0.8763007908577494,1
1.0838917334610436,-0.08431546024965386,0
1.196683412416399,-0.6344585164464307,0
0.900608216888958,-0.08386120081024395,0
-0.27936997375952366,1.1309839371861625,0
0.8837517889090462,-0.6967665183383669,0
1.033467741851423,1.049875048429351,1
1.6929040821924493,-3.5125580319869196,0
0.7857578477889042,0.9409569404505628,1
2.4145415710263407,-2.3179007423830393,0
1.2559920547500274,-3.2636317330977107,0
0.2226733527534166,0.9829913445911937,0
0.18640679563671614,-0.07828771092593434,0
-1.217646670070855,0.7177779595639107,0
0.9383033736953484,0.865709504653496,1
1.6908504473899235,-2.9714947932219187,0
1.895813792069772,1.545289306539925,1
-0.20072933893283684,1.9357785130482457,0
0.6669221891162049,0.853822443490463,1
1.1829116727654359,-1.5075071922946113,0
2.486683278390585,1.805859683249409,1
1.838572476671391,-1.7817473274456441,0
2.81511182822828,-2.329573504445765,0
0.6268926254556384,-0.7049051971083946,0
0.2568299544008078,-0.5991280704116055,0
1.8564218821773433,1.4365773482974804,1
0.9008655202104807,-0.03958568631685788,0
2.416944601267616,1.8556703726161974,1
1.0389670122172756,1.0245813100811787,1
1.4666833168976146,1.3871565553881555,1
0.5215986860693304,0.6976738362050525,1
1.4620180272246284,1.2154415870591797,1
1.7955818275518296,1.4874892593529367,1
1.5736592615763427,1.3857465143067582,1
1.2799038345373908,-1.511334198131777,0
-0.5493816629926707,0.06588887866496196,1
1.6549859198404722,1.375577777090687,1
0.0911716223525153,1.1161673444190954,0
1.519132526563894,1.3564945650798115,1
3.208247979552047,2.3629877379264173,1
1.584947289883073,1.4883017724280216,1
1.3918372062877191,1.1420105902412585,1
0.08722810015980287,0.46084180222691185,1
0.5353384264326345,0.7475148226356618,1
0.6761630641884238,0.7558239835119643,1
1.4021702801981752,1.1546762794184433,1
1.3819083165262467,1.2752619450687641,1
1.01020515902709,-0.4642400259483379,0
1.6132879576479102,1.4440477376815932,1
1.1103423576336482,1.0428820930811549,1
0.47114164298617256,0.5555894766835874,1
2.841456696947364,2.0292948683514695,1
0.8926620341777121,-1.2109558494642503,0
2.9428252505039847,-4.503451968861004,0
